Store,Date,Temperature,Fuel_Price,IsHoliday
1,5/3/2013,66.66,3.386,FALSE
1,5/10/2013,63.9,3.392,FALSE
1,5/17/2013,69.53,3.454,FALSE
1,5/24/2013,77.19,3.494,FALSE
1,5/31/2013,78.02,3.466,FALSE
1,6/7/2013,76.44,3.439,FALSE
1,6/14/2013,79.86,3.431,FALSE
1,6/21/2013,81.35,3.479,FALSE
1,6/28/2013,83.94,3.495,FALSE
1,7/5/2013,79.85,3.422,FALSE
1,7/12/2013,83.12,3.4,FALSE
1,7/19/2013,79.26,3.556,FALSE
1,7/26/2013,81.54,3.62,FALSE
2,2/5/2010,40.19,2.572,FALSE
2,2/12/2010,38.49,2.548,TRUE
2,2/19/2010,39.69,2.514,FALSE
2,2/26/2010,46.1,2.561,FALSE
2,3/5/2010,47.17,2.625,FALSE
2,3/12/2010,57.56,2.667,FALSE
2,3/19/2010,54.52,2.72,FALSE
2,3/26/2010,51.26,2.732,FALSE
2,4/2/2010,63.27,2.719,FALSE
2,4/9/2010,65.41,2.77,FALSE
2,4/16/2010,68.07,2.808,FALSE
2,4/23/2010,65.11,2.795,FALSE
2,4/30/2010,66.98,2.78,FALSE
2,5/7/2010,71.28,2.835,FALSE
2,5/14/2010,73.31,2.854,FALSE
2,5/21/2010,74.83,2.826,FALSE
2,5/28/2010,81.13,2.759,FALSE
2,6/4/2010,81.81,2.705,FALSE
2,6/11/2010,83.4,2.668,FALSE
2,6/18/2010,85.81,2.637,FALSE
2,6/25/2010,86.26,2.653,FALSE
2,7/2/2010,82.74,2.669,FALSE
2,7/9/2010,82.59,2.642,FALSE
2,7/16/2010,85.32,2.623,FALSE
2,7/23/2010,87.66,2.608,FALSE
2,7/30/2010,83.49,2.64,FALSE
2,8/6/2010,89.53,2.627,FALSE
2,8/13/2010,89.05,2.692,FALSE
2,8/20/2010,88.7,2.664,FALSE
2,8/27/2010,87.12,2.619,FALSE
2,9/3/2010,81.83,2.577,FALSE
2,9/10/2010,79.09,2.565,TRUE
2,9/17/2010,82.05,2.582,FALSE
2,9/24/2010,81.79,2.624,FALSE
2,10/1/2010,69.24,2.603,FALSE
2,10/8/2010,63.19,2.633,FALSE
2,10/15/2010,65.8,2.72,FALSE
2,10/22/2010,68.5,2.725,FALSE
2,10/29/2010,66.24,2.716,FALSE
2,11/5/2010,57.85,2.689,FALSE
2,11/12/2010,59.69,2.728,FALSE
2,11/19/2010,50.81,2.771,FALSE
2,11/26/2010,62.98,2.735,TRUE
2,12/3/2010,49.33,2.708,FALSE
2,12/10/2010,45.5,2.843,FALSE
2,12/17/2010,47.55,2.869,FALSE
2,12/24/2010,49.97,2.886,FALSE
2,12/31/2010,47.3,2.943,TRUE
2,1/7/2011,44.69,2.976,FALSE
2,1/14/2011,33.02,2.983,FALSE
2,1/21/2011,41.4,3.016,FALSE
2,1/28/2011,42.83,3.01,FALSE
2,2/4/2011,38.25,2.989,FALSE
2,2/11/2011,33.19,3.022,TRUE
2,2/18/2011,57.83,3.045,FALSE
2,2/25/2011,60.8,3.065,FALSE
2,3/4/2011,57.77,3.288,FALSE
2,3/11/2011,52.7,3.459,FALSE
2,3/18/2011,62.32,3.488,FALSE
2,3/25/2011,69.42,3.473,FALSE
2,4/1/2011,55.43,3.524,FALSE
2,4/8/2011,67,3.622,FALSE
2,4/15/2011,69.48,3.743,FALSE
2,4/22/2011,69.39,3.807,FALSE
2,4/29/2011,69.21,3.81,FALSE
2,5/6/2011,61.48,3.906,FALSE
2,5/13/2011,74.61,3.899,FALSE
2,5/20/2011,67.14,3.907,FALSE
2,5/27/2011,76.42,3.786,FALSE
2,6/3/2011,83.07,3.699,FALSE
2,6/10/2011,83.4,3.648,FALSE
2,6/17/2011,86.53,3.637,FALSE
2,6/24/2011,85.17,3.594,FALSE
2,7/1/2011,85.69,3.524,FALSE
2,7/8/2011,87.7,3.48,FALSE
2,7/15/2011,89.83,3.575,FALSE
2,7/22/2011,89.34,3.651,FALSE
2,7/29/2011,90.07,3.682,FALSE
2,8/5/2011,93.34,3.684,FALSE
2,8/12/2011,91.58,3.638,FALSE
2,8/19/2011,89.86,3.554,FALSE
2,8/26/2011,90.45,3.523,FALSE
2,9/2/2011,89.64,3.533,FALSE
2,9/9/2011,77.97,3.546,TRUE
2,9/16/2011,78.85,3.526,FALSE
2,9/23/2011,75.58,3.467,FALSE
2,9/30/2011,78.14,3.355,FALSE
2,10/7/2011,69.92,3.285,FALSE
2,10/14/2011,71.67,3.274,FALSE
2,10/21/2011,64.53,3.353,FALSE
2,10/28/2011,65.87,3.372,FALSE
2,11/4/2011,55.53,3.332,FALSE
2,11/11/2011,59.33,3.297,FALSE
2,11/18/2011,62.01,3.308,FALSE
2,11/25/2011,56.36,3.236,TRUE
2,12/2/2011,48.74,3.172,FALSE
2,12/9/2011,41.76,3.158,FALSE
2,12/16/2011,50.13,3.159,FALSE
2,12/23/2011,46.66,3.112,FALSE
2,12/30/2011,44.57,3.129,TRUE
2,1/6/2012,46.75,3.157,FALSE
2,1/13/2012,45.99,3.261,FALSE
2,1/20/2012,51.7,3.268,FALSE
2,1/27/2012,50.5,3.29,FALSE
2,2/3/2012,55.21,3.36,FALSE
2,2/10/2012,46.98,3.409,TRUE
2,2/17/2012,43.82,3.51,FALSE
2,2/24/2012,54.63,3.555,FALSE
2,3/2/2012,58.79,3.63,FALSE
2,3/9/2012,57.11,3.669,FALSE
2,3/16/2012,63.68,3.734,FALSE
2,3/23/2012,64.01,3.787,FALSE
2,3/30/2012,66.83,3.845,FALSE
2,4/6/2012,68.43,3.891,FALSE
2,4/13/2012,68.08,3.891,FALSE
2,4/20/2012,65.69,3.877,FALSE
2,4/27/2012,67.2,3.814,FALSE
2,5/4/2012,76.73,3.749,FALSE
2,5/11/2012,73.87,3.688,FALSE
2,5/18/2012,71.27,3.63,FALSE
2,5/25/2012,78.19,3.561,FALSE
2,6/1/2012,78.38,3.501,FALSE
2,6/8/2012,78.69,3.452,FALSE
2,6/15/2012,80.56,3.393,FALSE
2,6/22/2012,81.04,3.346,FALSE
2,6/29/2012,86.32,3.286,FALSE
2,7/6/2012,84.2,3.227,FALSE
2,7/13/2012,80.17,3.256,FALSE
2,7/20/2012,83.23,3.311,FALSE
2,7/27/2012,86.37,3.407,FALSE
2,8/3/2012,90.22,3.417,FALSE
2,8/10/2012,88.55,3.494,FALSE
2,8/17/2012,84.79,3.571,FALSE
2,8/24/2012,76.91,3.62,FALSE
2,8/31/2012,82.64,3.638,FALSE
2,9/7/2012,87.65,3.73,TRUE
2,9/14/2012,75.88,3.717,FALSE
2,9/21/2012,71.09,3.721,FALSE
2,9/28/2012,79.45,3.666,FALSE
2,10/5/2012,70.27,3.617,FALSE
2,10/12/2012,60.97,3.601,FALSE
2,10/19/2012,68.08,3.594,FALSE
2,10/26/2012,69.79,3.506,FALSE
2,11/2/2012,56.4,3.386,FALSE
2,11/9/2012,61.9,3.314,FALSE
2,11/16/2012,52.72,3.252,FALSE
2,11/23/2012,58.06,3.211,TRUE
2,11/30/2012,52.64,3.207,FALSE
2,12/7/2012,64.19,3.198,FALSE
2,12/14/2012,47.69,3.168,FALSE
2,12/21/2012,55.14,3.098,FALSE
2,12/28/2012,41.56,3.108,TRUE
2,1/4/2013,39.12,3.161,FALSE
2,1/11/2013,47.42,3.243,FALSE
2,1/18/2013,40.98,3.237,FALSE
2,1/25/2013,51.33,3.227,FALSE
2,2/1/2013,54.75,3.244,FALSE
2,2/8/2013,56.08,3.417,TRUE
2,2/15/2013,48.92,3.475,FALSE
2,2/22/2013,48.16,3.597,FALSE
2,3/1/2013,46.08,3.711,FALSE
2,3/8/2013,51.12,3.658,FALSE
2,3/15/2013,55.14,3.622,FALSE
2,3/22/2013,59.97,3.611,FALSE
2,3/29/2013,50.54,3.606,FALSE
2,4/5/2013,58.3,3.583,FALSE
2,4/12/2013,61.23,3.529,FALSE
2,4/19/2013,67.05,3.451,FALSE
2,4/26/2013,58.13,3.417,FALSE
2,5/3/2013,65.26,3.386,FALSE
2,5/10/2013,63.51,3.392,FALSE
2,5/17/2013,70.55,3.454,FALSE
2,5/24/2013,76.83,3.494,FALSE
2,5/31/2013,78.05,3.466,FALSE
2,6/7/2013,76.2,3.439,FALSE
2,6/14/2013,80.91,3.431,FALSE
2,6/21/2013,81.11,3.479,FALSE
2,6/28/2013,85.37,3.495,FALSE
2,7/5/2013,79.48,3.422,FALSE
2,7/12/2013,85.41,3.4,FALSE
2,7/19/2013,79.16,3.556,FALSE
2,7/26/2013,83.17,3.62,FALSE
3,2/5/2010,45.71,2.572,FALSE
3,2/12/2010,47.93,2.548,TRUE
3,2/19/2010,47.07,2.514,FALSE
3,2/26/2010,52.05,2.561,FALSE
3,3/5/2010,53.04,2.625,FALSE
3,3/12/2010,63.08,2.667,FALSE
3,3/19/2010,60.42,2.72,FALSE
3,3/26/2010,57.06,2.732,FALSE
3,4/2/2010,65.56,2.719,FALSE
3,4/9/2010,68,2.77,FALSE
3,4/16/2010,66.98,2.808,FALSE
3,4/23/2010,67.87,2.795,FALSE
3,4/30/2010,70.24,2.78,FALSE
3,5/7/2010,73.47,2.835,FALSE
3,5/14/2010,77.18,2.854,FALSE
3,5/21/2010,75.81,2.826,FALSE
3,5/28/2010,78.6,2.759,FALSE
3,6/4/2010,78.53,2.705,FALSE
3,6/11/2010,82.1,2.668,FALSE
3,6/18/2010,83.52,2.637,FALSE
3,6/25/2010,83.79,2.653,FALSE
3,7/2/2010,82.2,2.669,FALSE
3,7/9/2010,81.75,2.642,FALSE
3,7/16/2010,84.32,2.623,FALSE
3,7/23/2010,83.32,2.608,FALSE
3,7/30/2010,82.04,2.64,FALSE
3,8/6/2010,85.13,2.627,FALSE
3,8/13/2010,86.74,2.692,FALSE
3,8/20/2010,88.02,2.664,FALSE
3,8/27/2010,86.15,2.619,FALSE
3,9/3/2010,84.16,2.577,FALSE
3,9/10/2010,80.84,2.565,TRUE
3,9/17/2010,82.36,2.582,FALSE
3,9/24/2010,76.9,2.624,FALSE
3,10/1/2010,73.6,2.603,FALSE
3,10/8/2010,66.99,2.633,FALSE
3,10/15/2010,69.71,2.72,FALSE
3,10/22/2010,71.64,2.725,FALSE
3,10/29/2010,72.04,2.716,FALSE
3,11/5/2010,62.94,2.689,FALSE
3,11/12/2010,62.79,2.728,FALSE
3,11/19/2010,57.72,2.771,FALSE
3,11/26/2010,68.71,2.735,TRUE
3,12/3/2010,53.76,2.708,FALSE
3,12/10/2010,51.13,2.843,FALSE
3,12/17/2010,52.2,2.869,FALSE
3,12/24/2010,57.16,2.886,FALSE
3,12/31/2010,53.2,2.943,TRUE
3,1/7/2011,53.35,2.976,FALSE
3,1/14/2011,44.76,2.983,FALSE
3,1/21/2011,50.74,3.016,FALSE
3,1/28/2011,48.71,3.01,FALSE
3,2/4/2011,45.95,2.989,FALSE
3,2/11/2011,43.57,3.022,TRUE
3,2/18/2011,61.58,3.045,FALSE
3,2/25/2011,67.4,3.065,FALSE
3,3/4/2011,65.11,3.288,FALSE
3,3/11/2011,61.29,3.459,FALSE
3,3/18/2011,69.47,3.488,FALSE
3,3/25/2011,72.94,3.473,FALSE
3,4/1/2011,68.76,3.524,FALSE
3,4/8/2011,72.55,3.622,FALSE
3,4/15/2011,75.88,3.743,FALSE
3,4/22/2011,76.91,3.807,FALSE
3,4/29/2011,78.69,3.81,FALSE
3,5/6/2011,69.45,3.906,FALSE
3,5/13/2011,79.87,3.899,FALSE
3,5/20/2011,75.79,3.907,FALSE
3,5/27/2011,84.41,3.786,FALSE
3,6/3/2011,84.29,3.699,FALSE
3,6/10/2011,84.84,3.648,FALSE
3,6/17/2011,86.96,3.637,FALSE
3,6/24/2011,84.94,3.594,FALSE
3,7/1/2011,85.1,3.524,FALSE
3,7/8/2011,85.38,3.48,FALSE
3,7/15/2011,87.14,3.575,FALSE
3,7/22/2011,86.19,3.651,FALSE
3,7/29/2011,88.07,3.682,FALSE
3,8/5/2011,88.45,3.684,FALSE
3,8/12/2011,88.88,3.638,FALSE
3,8/19/2011,88.44,3.554,FALSE
3,8/26/2011,87.67,3.523,FALSE
3,9/2/2011,89.12,3.533,FALSE
3,9/9/2011,81.72,3.546,TRUE
3,9/16/2011,83.63,3.526,FALSE
3,9/23/2011,80.19,3.467,FALSE
3,9/30/2011,82.58,3.355,FALSE
3,10/7/2011,75.54,3.285,FALSE
3,10/14/2011,73.75,3.274,FALSE
3,10/21/2011,69.03,3.353,FALSE
3,10/28/2011,71.04,3.372,FALSE
3,11/4/2011,59.31,3.332,FALSE
3,11/11/2011,61.7,3.297,FALSE
3,11/18/2011,63.91,3.308,FALSE
3,11/25/2011,68,3.236,TRUE
3,12/2/2011,54.97,3.172,FALSE
3,12/9/2011,49.26,3.158,FALSE
3,12/16/2011,57.95,3.159,FALSE
3,12/23/2011,53.41,3.112,FALSE
3,12/30/2011,48.29,3.129,TRUE
3,1/6/2012,52.42,3.157,FALSE
3,1/13/2012,51.86,3.261,FALSE
3,1/20/2012,56.2,3.268,FALSE
3,1/27/2012,58.06,3.29,FALSE
3,2/3/2012,59.33,3.36,FALSE
3,2/10/2012,51.65,3.409,TRUE
3,2/17/2012,52.39,3.51,FALSE
3,2/24/2012,60.12,3.555,FALSE
3,3/2/2012,61.65,3.63,FALSE
3,3/9/2012,60.71,3.669,FALSE
3,3/16/2012,64,3.734,FALSE
3,3/23/2012,66.53,3.787,FALSE
3,3/30/2012,69.36,3.845,FALSE
3,4/6/2012,73.01,3.891,FALSE
3,4/13/2012,72.83,3.891,FALSE
3,4/20/2012,72.05,3.877,FALSE
3,4/27/2012,73.39,3.814,FALSE
3,5/4/2012,79.51,3.749,FALSE
3,5/11/2012,75.19,3.688,FALSE
3,5/18/2012,72.38,3.63,FALSE
3,5/25/2012,78.58,3.561,FALSE
3,6/1/2012,81.55,3.501,FALSE
3,6/8/2012,81.65,3.452,FALSE
3,6/15/2012,84.66,3.393,FALSE
3,6/22/2012,82.7,3.346,FALSE
3,6/29/2012,86.42,3.286,FALSE
3,7/6/2012,83.14,3.227,FALSE
3,7/13/2012,82.28,3.256,FALSE
3,7/20/2012,81.38,3.311,FALSE
3,7/27/2012,84.94,3.407,FALSE
3,8/3/2012,86.55,3.417,FALSE
3,8/10/2012,85.85,3.494,FALSE
3,8/17/2012,87.36,3.571,FALSE
3,8/24/2012,83.01,3.62,FALSE
3,8/31/2012,85.18,3.638,FALSE
3,9/7/2012,84.99,3.73,TRUE
3,9/14/2012,78.36,3.717,FALSE
3,9/21/2012,72.78,3.721,FALSE
3,9/28/2012,77.46,3.666,FALSE
3,10/5/2012,72.74,3.617,FALSE
3,10/12/2012,70.31,3.601,FALSE
3,10/19/2012,73.44,3.594,FALSE
3,10/26/2012,74.66,3.506,FALSE
3,11/2/2012,61.61,3.386,FALSE
3,11/9/2012,68.72,3.314,FALSE
3,11/16/2012,61.1,3.252,FALSE
3,11/23/2012,61.69,3.211,TRUE
3,11/30/2012,57.5,3.207,FALSE
3,12/7/2012,65.09,3.198,FALSE
3,12/14/2012,54.72,3.168,FALSE
3,12/21/2012,59.39,3.098,FALSE
3,12/28/2012,51.76,3.108,TRUE
3,1/4/2013,46.52,3.161,FALSE
3,1/11/2013,49.83,3.243,FALSE
3,1/18/2013,49.09,3.237,FALSE
3,1/25/2013,57.85,3.227,FALSE
3,2/1/2013,62.81,3.244,FALSE
3,2/8/2013,62.77,3.417,TRUE
3,2/15/2013,57.36,3.475,FALSE
3,2/22/2013,59.96,3.597,FALSE
3,3/1/2013,54.19,3.711,FALSE
3,3/8/2013,57.25,3.658,FALSE
3,3/15/2013,61.99,3.622,FALSE
3,3/22/2013,70.38,3.611,FALSE
3,3/29/2013,60.69,3.606,FALSE
3,4/5/2013,65.89,3.583,FALSE
3,4/12/2013,67.56,3.529,FALSE
3,4/19/2013,71.69,3.451,FALSE
3,4/26/2013,65.23,3.417,FALSE
3,5/3/2013,69.73,3.386,FALSE
3,5/10/2013,68.93,3.392,FALSE
3,5/17/2013,75.33,3.454,FALSE
3,5/24/2013,81.27,3.494,FALSE
3,5/31/2013,78.99,3.466,FALSE
3,6/7/2013,80.11,3.439,FALSE
3,6/14/2013,78.61,3.431,FALSE
3,6/21/2013,82.81,3.479,FALSE
3,6/28/2013,85.14,3.495,FALSE
3,7/5/2013,81.59,3.422,FALSE
3,7/12/2013,84.86,3.4,FALSE
3,7/19/2013,81.11,3.556,FALSE
3,7/26/2013,85.53,3.62,FALSE
4,2/5/2010,43.76,2.598,FALSE
4,2/12/2010,28.84,2.573,TRUE
4,2/19/2010,36.45,2.54,FALSE
4,2/26/2010,41.36,2.59,FALSE
4,3/5/2010,43.49,2.654,FALSE
4,3/12/2010,49.63,2.704,FALSE
4,3/19/2010,55.19,2.743,FALSE
4,3/26/2010,39.91,2.752,FALSE
4,4/2/2010,48.77,2.74,FALSE
4,4/9/2010,54.16,2.773,FALSE
4,4/16/2010,56.23,2.81,FALSE
4,4/23/2010,56.87,2.805,FALSE
4,4/30/2010,53.04,2.787,FALSE
4,5/7/2010,56.77,2.836,FALSE
4,5/14/2010,62.35,2.845,FALSE
4,5/21/2010,67.4,2.82,FALSE
4,5/28/2010,67.73,2.756,FALSE
4,6/4/2010,70.83,2.701,FALSE
4,6/11/2010,78.45,2.668,FALSE
4,6/18/2010,81.53,2.635,FALSE
4,6/25/2010,81.1,2.654,FALSE
4,7/2/2010,73.66,2.668,FALSE
4,7/9/2010,80.35,2.637,FALSE
4,7/16/2010,78.53,2.621,FALSE
4,7/23/2010,79.78,2.612,FALSE
4,7/30/2010,80.7,2.65,FALSE
4,8/6/2010,76.53,2.64,FALSE
4,8/13/2010,78.08,2.698,FALSE
4,8/20/2010,78.83,2.671,FALSE
4,8/27/2010,74.44,2.621,FALSE
4,9/3/2010,76.8,2.584,FALSE
4,9/10/2010,73.54,2.574,TRUE
4,9/17/2010,64.91,2.594,FALSE
4,9/24/2010,60.96,2.642,FALSE
4,10/1/2010,63.96,2.619,FALSE
4,10/8/2010,67.73,2.645,FALSE
4,10/15/2010,62.03,2.732,FALSE
4,10/22/2010,64.17,2.736,FALSE
4,10/29/2010,56.94,2.718,FALSE
4,11/5/2010,51.6,2.699,FALSE
4,11/12/2010,52.65,2.741,FALSE
4,11/19/2010,48.05,2.78,FALSE
4,11/26/2010,48.08,2.752,TRUE
4,12/3/2010,46.4,2.727,FALSE
4,12/10/2010,42.4,2.86,FALSE
4,12/17/2010,46.57,2.884,FALSE
4,12/24/2010,43.21,2.887,FALSE
4,12/31/2010,38.09,2.955,TRUE
4,1/7/2011,39.34,2.98,FALSE
4,1/14/2011,31.6,2.992,FALSE
4,1/21/2011,38.34,3.017,FALSE
4,1/28/2011,40.6,3.022,FALSE
4,2/4/2011,34.61,2.996,FALSE
4,2/11/2011,33.29,3.033,TRUE
4,2/18/2011,48.17,3.058,FALSE
4,2/25/2011,49,3.087,FALSE
4,3/4/2011,46.56,3.305,FALSE
4,3/11/2011,50.93,3.461,FALSE
4,3/18/2011,51.86,3.495,FALSE
4,3/25/2011,59.1,3.48,FALSE
4,4/1/2011,56.99,3.521,FALSE
4,4/8/2011,62.61,3.605,FALSE
4,4/15/2011,62.34,3.724,FALSE
4,4/22/2011,68.8,3.781,FALSE
4,4/29/2011,64.22,3.781,FALSE
4,5/6/2011,63.41,3.866,FALSE
4,5/13/2011,70.65,3.872,FALSE
4,5/20/2011,70.49,3.881,FALSE
4,5/27/2011,73.65,3.771,FALSE
4,6/3/2011,78.26,3.683,FALSE
4,6/10/2011,80.05,3.64,FALSE
4,6/17/2011,83.51,3.618,FALSE
4,6/24/2011,81.85,3.57,FALSE
4,7/1/2011,84.54,3.504,FALSE
4,7/8/2011,84.59,3.469,FALSE
4,7/15/2011,83.27,3.563,FALSE
4,7/22/2011,82.84,3.627,FALSE
4,7/29/2011,84.36,3.659,FALSE
4,8/5/2011,86.09,3.662,FALSE
4,8/12/2011,82.98,3.617,FALSE
4,8/19/2011,82.77,3.55,FALSE
4,8/26/2011,81.47,3.523,FALSE
4,9/2/2011,77.99,3.533,FALSE
4,9/9/2011,73.34,3.554,TRUE
4,9/16/2011,72.76,3.532,FALSE
4,9/23/2011,69.23,3.473,FALSE
4,9/30/2011,72.15,3.371,FALSE
4,10/7/2011,65.79,3.299,FALSE
